passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
UK5398741,Hotel,Entertainment,9627.331174000064,Yes,2024-04-27,UK,29,Pension,4667.814025711597,AUD
IN3161993,Restaurant,Food,9762.853890944423,No,2025-02-19,India,138,Remote Job,2006.7581101533465,USD
UK2669836,Shop,Entertainment,1537.5825383673623,Yes,2024-02-01,UK,59,Savings,4727.933161263743,CNY
P23523135,Shop,Entertainment,3026.0574986387446,No,2024-12-29,Australia,149,Savings,2948.1432454507258,AUD
IN7290058,Hotel,Accommodation,7392.966247230095,Yes,2024-06-21,India,21,Freelance,1125.5058958364286,CNY
CN942730120,Shop,Entertainment,6002.711905765198,Yes,2024-01-17,China,53,Savings,1502.3214786392573,GBP
UK7970123,Shop,Entertainment,3152.231485191703,Yes,2024-04-15,UK,138,Freelance,2731.356573551894,JPY
USA4808739,Hotel,Accommodation,5041.377137745971,No,2024-07-22,USA,33,Freelance,2943.4608109569417,CNY
IN8746222,Hotel,Accommodation,1247.3783151540415,Yes,2024-03-26,India,30,Savings,1880.8932351386647,EUR
CN750777009,Shop,Food,9351.309206200316,No,2024-03-26,China,148,Remote Job,4827.13851854515,CNY
UK9971648,Shop,Entertainment,7821.146984584084,Yes,2024-08-14,UK,109,Pension,4859.398242880443,JPY
USA0597439,Restaurant,Accommodation,1435.5925378975255,No,2024-08-31,USA,5,Remote Job,1988.1391877435356,GBP
IN7290058,Shop,Food,5196.984369821675,No,2025-04-09,India,21,Freelance,1125.5058958364286,CNY
UK3674518,Shop,Accommodation,6045.059333552372,No,2024-04-29,UK,17,Pension,3670.9386690431993,USD
CN804170571,Hotel,Entertainment,8600.044704929844,Yes,2024-07-01,China,108,Freelance,2060.979052905842,CNY
DE7930113,Tourist Attraction,Shopping,2864.7821170656603,Yes,2025-02-09,Germany,64,Savings,3928.720127413831,AUD
P69635835,Hotel,Accommodation,6785.668847922207,No,2025-02-18,Australia,41,Remote Job,1991.626735176016,INR
USA3517025,Tourist Attraction,Food,3449.972787772589,No,2025-03-14,USA,118,Remote Job,3983.1706143705214,USD
CN765588608,Tourist Attraction,Food,1936.9926158964925,No,2024-02-13,China,8,Freelance,3589.063100541024,JPY
UK0691639,Restaurant,Food,3332.500965520567,Yes,2024-05-25,UK,120,Freelance,1795.982100720204,GBP
DE6984465,Shop,Food,5991.005067893778,No,2024-01-20,Germany,83,Remote Job,4326.078630892584,JPY
P17659966,Shop,Entertainment,6375.489387932003,Yes,2024-11-23,Australia,116,Savings,4748.894462341299,EUR
P45472647,Hotel,Entertainment,1748.5961885763388,No,2024-11-07,Japan,167,Remote Job,3449.7634005498167,CNY
USA3955574,Shop,Shopping,2979.986987568729,Yes,2025-01-31,USA,146,Freelance,1812.627939640935,USD
USA2121550,Hotel,Shopping,4771.159591104941,No,2024-10-19,USA,80,Pension,4170.308187649414,CNY
DE8074740,Shop,Food,8597.816015221455,No,2024-07-13,Germany,171,Freelance,2820.95156760151,JPY
IN6849151,Hotel,Entertainment,2516.725040652205,No,2024-11-25,India,30,Pension,2846.0558711951403,EUR
P98785059,Shop,Food,1195.781642418342,Yes,2024-07-08,Japan,76,Pension,4382.824551954989,GBP
USA2692870,Tourist Attraction,Entertainment,9304.775535784263,No,2024-10-13,USA,38,Freelance,2320.1609675185778,USD
IN3582271,Tourist Attraction,Shopping,4710.614668102715,No,2024-05-06,India,47,Freelance,4191.522795248696,AUD
USA4310495,Restaurant,Entertainment,4548.389478865605,No,2024-04-16,USA,7,Savings,3781.232670506042,EUR
P91395050,Tourist Attraction,Entertainment,8513.297672989287,Yes,2025-01-31,Australia,79,Savings,2241.043372282281,GBP
IN2616234,Shop,Entertainment,3984.503246660592,No,2025-03-16,India,96,Pension,4373.709836816847,USD
P02295248,Restaurant,Food,9704.096602119069,No,2024-06-03,Australia,84,Remote Job,2052.9575863742384,INR
IN8686501,Hotel,Accommodation,2432.5293948903727,Yes,2025-02-15,India,40,Savings,3319.4855689105448,JPY
DE9682448,Hotel,Entertainment,8818.419242301472,No,2024-09-03,Germany,118,Freelance,1016.820764226134,USD
CN911056238,Shop,Shopping,2812.4193299066515,No,2024-04-28,China,102,Pension,3523.9287253823286,INR
DE4015935,Restaurant,Accommodation,3773.5596310465135,Yes,2025-03-01,Germany,28,Pension,3282.310852536086,CNY
CN143903142,Hotel,Entertainment,5346.602294098832,No,2024-05-28,China,160,Remote Job,2200.2842098859564,JPY
UK8936314,Tourist Attraction,Food,2493.200827482393,Yes,2024-07-16,UK,143,Freelance,2914.374237153565,JPY
IN5658216,Restaurant,Shopping,975.8459587794878,Yes,2025-01-15,India,18,Pension,3975.377443244709,EUR
P76572368,Tourist Attraction,Shopping,4222.491607642425,Yes,2024-03-26,Australia,171,Savings,3883.9776426411377,JPY
CN837313367,Restaurant,Shopping,7085.422725747712,No,2024-03-31,China,161,Freelance,1688.6007229957263,CNY
CN555046459,Shop,Accommodation,4620.418656218093,No,2024-03-27,China,21,Pension,2429.120529381299,USD
USA7754507,Tourist Attraction,Shopping,6186.712998376509,No,2024-11-10,USA,15,Remote Job,2966.8556680939782,INR
DE9435305,Restaurant,Shopping,7928.588208045195,Yes,2024-12-31,Germany,158,Savings,1307.4386951753354,USD
P53112445,Hotel,Accommodation,3081.8170555218776,Yes,2024-02-22,Japan,151,Remote Job,3214.9984518726224,AUD
USA8563360,Restaurant,Shopping,4737.462671318081,No,2024-03-29,USA,73,Remote Job,3859.206279878832,CNY
IN8768510,Shop,Accommodation,7739.457372235934,Yes,2025-02-11,India,144,Freelance,2616.109862144021,CNY
UK0921142,Shop,Accommodation,9859.462606125826,Yes,2024-07-05,UK,152,Savings,3303.1684993717645,GBP
P76402377,Hotel,Entertainment,5300.645060333639,No,2024-09-09,Japan,179,Pension,3461.7624932667964,INR
UK3532735,Restaurant,Food,7184.14041179668,No,2024-02-04,UK,97,Remote Job,3309.5595365442714,USD
CN174435348,Hotel,Entertainment,2346.048747724424,No,2024-12-19,China,128,Savings,3227.0466282963416,AUD
DE4015935,Restaurant,Food,8860.710116333285,Yes,2024-08-17,Germany,28,Pension,3282.310852536086,CNY
DE4015935,Tourist Attraction,Accommodation,3456.227175446091,Yes,2025-01-10,Germany,28,Pension,3282.310852536086,CNY
USA3444969,Restaurant,Entertainment,1493.5441243208898,Yes,2024-09-21,USA,2,Remote Job,3186.1095784396966,JPY
UK9650276,Hotel,Food,9245.883632106345,Yes,2024-01-05,UK,90,Pension,2276.792451193791,JPY
UK2056202,Shop,Food,8387.168670383804,Yes,2025-02-02,UK,165,Pension,2037.651002836052,JPY
IN6289540,Shop,Food,3642.086529325738,No,2025-04-07,India,152,Freelance,3104.92906446205,CNY
UK3735370,Tourist Attraction,Entertainment,501.056514095294,Yes,2024-01-19,UK,132,Savings,3093.8963374848963,USD
P94354488,Hotel,Shopping,4660.086299113928,Yes,2024-11-11,Japan,80,Savings,2624.4626646755414,EUR
P79962105,Tourist Attraction,Food,835.6990292207702,No,2024-03-03,Japan,115,Remote Job,1122.0112244468878,EUR
P15113029,Hotel,Accommodation,5283.98808423139,No,2024-05-07,Japan,113,Pension,4234.126131768206,EUR
CN652392063,Shop,Shopping,1616.9849941113227,No,2024-12-11,China,3,Remote Job,2923.6195787749384,JPY
USA6212842,Tourist Attraction,Accommodation,617.3348210430352,No,2024-07-20,USA,107,Freelance,4826.526041900665,JPY
UK2422520,Restaurant,Accommodation,9994.25415277028,Yes,2024-04-28,UK,57,Freelance,2521.731697240682,EUR
DE8129175,Tourist Attraction,Food,4954.806628236909,No,2025-04-20,Germany,86,Pension,3497.378652866918,EUR
USA9734608,Restaurant,Food,3163.516103991808,No,2024-12-02,USA,176,Savings,1034.7159812591876,AUD
P44876593,Tourist Attraction,Shopping,3411.9009886114864,No,2024-03-09,Australia,13,Freelance,2066.6662805904334,CNY
UK7773910,Restaurant,Shopping,4157.034212949058,No,2024-01-02,UK,161,Freelance,3374.9536254385357,EUR
P02843346,Hotel,Food,9891.925588600468,Yes,2024-01-06,Australia,145,Pension,3345.8550419046724,USD
CN765588608,Restaurant,Food,1033.0144366859995,Yes,2024-11-21,China,8,Freelance,3589.063100541024,JPY
P94467590,Hotel,Food,6358.9329925972825,Yes,2024-04-21,Australia,45,Remote Job,3403.445120141601,CNY
CN224077321,Restaurant,Accommodation,4750.0971260719225,Yes,2024-02-18,China,66,Savings,2916.722546419011,AUD
IN2896431,Hotel,Accommodation,5878.214996855549,No,2025-01-13,India,130,Remote Job,2846.5584592021146,CNY
USA3517025,Shop,Shopping,9809.15638254211,Yes,2024-02-02,USA,118,Remote Job,3983.1706143705214,USD
IN4872812,Hotel,Accommodation,6643.357988750855,Yes,2025-02-03,India,12,Savings,4222.84087052756,EUR
P14876079,Shop,Food,8788.407068859107,No,2025-04-19,Australia,173,Freelance,4021.984148493761,JPY
UK3464958,Shop,Shopping,2664.1255762275537,Yes,2025-01-09,UK,176,Pension,3174.0542964019355,AUD
P18645039,Shop,Shopping,4272.10447330888,No,2024-11-03,Japan,61,Remote Job,2862.3898844974574,EUR
USA8140853,Restaurant,Entertainment,2525.208178751533,Yes,2025-01-18,USA,38,Savings,4434.374945895144,CNY
USA4393525,Restaurant,Shopping,7636.220632515373,No,2024-08-06,USA,2,Savings,3721.351864141765,JPY
IN8358822,Hotel,Entertainment,5411.730675331789,Yes,2024-05-05,India,61,Remote Job,1771.4505369840326,AUD
IN2280562,Tourist Attraction,Entertainment,4875.39075468796,No,2024-04-05,India,171,Remote Job,3032.662745069437,USD
P16299959,Tourist Attraction,Accommodation,6499.6444021840325,Yes,2024-10-19,Japan,104,Freelance,3801.1864554840527,CNY
P22777374,Restaurant,Shopping,6547.340088555226,Yes,2024-10-14,Australia,143,Freelance,3089.45779465335,AUD
DE3299830,Shop,Food,7095.348986980593,Yes,2025-04-06,Germany,100,Savings,4346.019771144416,USD
IN6163311,Shop,Accommodation,5747.303967432742,No,2024-03-18,India,34,Remote Job,1486.4825440888762,CNY
IN2997811,Tourist Attraction,Accommodation,6268.88374058404,No,2025-03-03,India,120,Savings,4656.45200720709,USD
P90304209,Restaurant,Entertainment,2183.2171087872835,No,2025-02-15,Australia,13,Freelance,1801.4058671791186,INR
P50785835,Restaurant,Entertainment,3480.459612464567,No,2025-01-18,Japan,49,Freelance,4627.145411461057,EUR
P49201959,Hotel,Accommodation,2076.050255717091,Yes,2024-11-16,Australia,107,Savings,2924.3089833424947,JPY
P09176852,Hotel,Entertainment,1608.5482024887683,No,2025-03-02,Australia,62,Freelance,4206.195978174434,EUR
CN032670734,Tourist Attraction,Entertainment,9217.983945425876,No,2025-03-03,China,25,Savings,4416.326903208651,EUR
IN9655965,Hotel,Food,7652.041298264145,No,2024-07-19,India,62,Freelance,4656.572530822916,AUD
P39177486,Shop,Shopping,8986.061861957447,No,2024-02-01,Japan,159,Freelance,2692.633753889977,AUD
DE4568395,Hotel,Shopping,1169.435948161748,No,2025-03-11,Germany,110,Savings,4269.585787745442,CNY
DE3497663,Hotel,Food,8081.896006981527,No,2024-10-03,Germany,3,Pension,3217.5436574864493,JPY
P80379193,Tourist Attraction,Accommodation,4570.9906128774055,No,2025-04-05,Australia,44,Pension,4452.73704293501,EUR
P15165083,Tourist Attraction,Accommodation,8913.163275713472,Yes,2024-01-13,Japan,104,Freelance,2534.148454325511,CNY
P88928539,Tourist Attraction,Entertainment,5062.306091150392,Yes,2024-06-15,Japan,110,Savings,4356.1562673896215,GBP
P71788889,Restaurant,Accommodation,3221.2416869768285,No,2025-04-21,Australia,130,Pension,1037.770487624432,JPY
UK1235401,Shop,Food,2755.9641245991224,No,2024-11-26,UK,58,Remote Job,2069.466304802208,GBP
UK3830593,Restaurant,Accommodation,8151.301661830366,Yes,2024-03-02,UK,93,Savings,3731.123250591883,INR
UK0165545,Restaurant,Food,4048.132382566868,No,2024-05-21,UK,107,Pension,4913.709489429993,USD
UK8936314,Shop,Accommodation,907.86659955214,Yes,2024-08-18,UK,143,Freelance,2914.374237153565,JPY
CN224077321,Hotel,Entertainment,4937.931322084369,No,2024-03-03,China,66,Savings,2916.722546419011,AUD
P14876079,Hotel,Food,6286.026057038295,Yes,2024-07-28,Australia,173,Freelance,4021.984148493761,JPY
USA4635912,Restaurant,Food,3453.094048164179,No,2025-02-01,USA,168,Remote Job,2210.551074412388,EUR
DE9186526,Shop,Accommodation,4901.651336119214,Yes,2024-11-17,Germany,58,Pension,1523.756280871424,AUD
P49462787,Hotel,Shopping,5302.061353127419,No,2024-11-16,Japan,146,Remote Job,3258.297396333917,JPY
IN2408383,Tourist Attraction,Entertainment,4267.22152522591,Yes,2024-05-29,India,2,Pension,2433.839002855653,GBP
P52423950,Shop,Entertainment,7763.193340392494,No,2025-02-10,Australia,99,Freelance,4885.368888720644,JPY
IN0737746,Shop,Entertainment,6691.650801714839,Yes,2025-03-22,India,46,Remote Job,3044.142449259447,GBP
UK9905265,Restaurant,Entertainment,3636.6331012389087,No,2024-03-17,UK,148,Savings,2126.7005415215,INR
IN8294865,Shop,Entertainment,9035.361628762488,No,2024-12-03,India,99,Freelance,2408.592247327433,GBP
USA4284203,Shop,Accommodation,4262.775383893584,Yes,2024-06-25,USA,95,Savings,3731.399426665352,AUD
IN4928177,Tourist Attraction,Entertainment,1997.5153247459864,No,2024-09-25,India,116,Savings,2979.9302757872174,CNY
DE8129175,Hotel,Shopping,7313.570828455157,No,2024-11-12,Germany,86,Pension,3497.378652866918,EUR
USA7740582,Shop,Shopping,958.5862478979276,No,2025-03-29,USA,18,Remote Job,4760.732085154164,INR
P22329214,Tourist Attraction,Shopping,9150.514862064134,Yes,2024-07-02,Australia,59,Pension,4503.072742416117,JPY
DE6984465,Restaurant,Entertainment,1185.483919955324,No,2024-08-07,Germany,83,Remote Job,4326.078630892584,JPY
UK7970123,Tourist Attraction,Entertainment,605.1428700858226,No,2024-08-25,UK,138,Freelance,2731.356573551894,JPY
UK7420345,Hotel,Shopping,1592.8414583833487,Yes,2024-06-15,UK,136,Pension,2117.9326412119244,JPY
USA3700885,Tourist Attraction,Entertainment,2986.8173701275177,Yes,2025-03-06,USA,139,Freelance,3149.016199464181,INR
P78818764,Shop,Accommodation,2730.3788603332077,Yes,2025-04-06,Australia,71,Pension,2307.3826454644386,CNY
USA3987298,Hotel,Accommodation,1955.17291127323,No,2024-04-15,USA,64,Freelance,2104.2518857514037,GBP
DE4894816,Shop,Entertainment,4002.89537698567,Yes,2025-01-07,Germany,146,Savings,4570.965239572999,USD
P28324006,Tourist Attraction,Entertainment,7465.366597573246,No,2025-04-18,Japan,175,Pension,1584.570785259294,EUR
P77422805,Tourist Attraction,Accommodation,8516.34763116034,No,2025-03-04,Japan,40,Savings,4425.410320334189,AUD
USA2176691,Shop,Accommodation,7807.753412890543,No,2024-08-07,USA,43,Remote Job,2602.374768623038,JPY
UK5979895,Hotel,Food,8516.998235528717,No,2025-02-03,UK,7,Pension,1696.4885396166442,GBP
P77766335,Restaurant,Food,2614.196131046727,Yes,2024-06-14,Australia,110,Savings,3205.4086524084278,INR
IN6999734,Shop,Food,4651.692306697148,Yes,2024-04-08,India,158,Remote Job,3170.9392636795583,CNY
USA9979525,Shop,Shopping,1547.7297346141752,Yes,2024-07-29,USA,18,Savings,3638.4673678041017,CNY
CN256131975,Hotel,Entertainment,5160.588392073648,Yes,2024-07-09,China,130,Freelance,4781.777009343886,CNY
USA1549033,Shop,Accommodation,1837.7652555013065,No,2024-06-19,USA,125,Remote Job,2314.1186024060125,GBP
IN1835347,Hotel,Accommodation,9513.116629027045,No,2024-12-11,India,171,Pension,1132.5857431208233,USD
UK6281337,Restaurant,Accommodation,7675.526550552648,Yes,2024-07-29,UK,142,Savings,4921.604151444844,CNY
P58184125,Restaurant,Accommodation,736.5300759348221,Yes,2024-01-27,Australia,162,Savings,2907.6156329057308,INR
USA0334949,Restaurant,Shopping,5685.809942641453,No,2024-01-17,USA,110,Freelance,1419.9497685409915,USD
P90304209,Hotel,Accommodation,7061.67527165741,No,2024-06-13,Australia,13,Freelance,1801.4058671791186,INR
IN7360948,Shop,Accommodation,8263.206677068914,No,2024-06-14,India,76,Savings,3994.640042217767,CNY
P51827736,Tourist Attraction,Entertainment,7867.666887015085,Yes,2024-04-05,Australia,138,Pension,1381.3068342164877,USD
P53112445,Shop,Entertainment,7805.148976375734,No,2025-02-24,Japan,151,Remote Job,3214.9984518726224,AUD
IN8358822,Hotel,Entertainment,3821.617140090656,No,2024-03-15,India,61,Remote Job,1771.4505369840326,AUD
UK9607214,Tourist Attraction,Entertainment,737.2018011067253,No,2024-02-29,UK,4,Pension,1242.0520366886628,AUD
CN269072116,Restaurant,Entertainment,9440.128562801983,Yes,2025-03-16,China,87,Freelance,3642.751242330044,AUD
DE4232424,Shop,Food,4012.903712839221,Yes,2024-06-26,Germany,89,Pension,2326.72596072699,EUR
P13111392,Shop,Food,3624.876146447646,Yes,2024-02-09,Australia,157,Remote Job,4765.452557378236,USD
P58399594,Tourist Attraction,Shopping,3555.5793325831587,Yes,2024-01-07,Japan,61,Freelance,2538.978546105005,INR
P87222522,Hotel,Food,3488.584190415461,No,2025-03-29,Japan,78,Savings,1573.274659994388,INR
CN722081934,Tourist Attraction,Entertainment,6605.123021601789,No,2025-03-19,China,41,Remote Job,3208.496265229264,INR
P47099758,Hotel,Entertainment,3273.926479468175,Yes,2024-09-01,Japan,73,Pension,1815.0886646546835,JPY
DE7278172,Shop,Shopping,9237.44102492265,No,2024-05-05,Germany,89,Freelance,1476.3362995325883,EUR
IN1873903,Hotel,Entertainment,7629.897686653446,Yes,2024-12-13,India,149,Savings,2768.716877273521,GBP
P73434692,Tourist Attraction,Entertainment,4615.192242315078,Yes,2024-05-15,Australia,112,Freelance,1154.2534487569794,GBP
P24544701,Tourist Attraction,Food,7258.245384813161,No,2025-01-15,Australia,81,Remote Job,2877.711759778842,EUR
P60243612,Shop,Accommodation,8514.233687430773,No,2024-07-06,Australia,100,Pension,2249.85052324396,USD
P76134865,Restaurant,Accommodation,8278.026332104351,No,2024-01-18,Australia,46,Savings,2150.42366853678,JPY
IN2965079,Restaurant,Entertainment,1984.990392824704,No,2025-01-01,India,126,Remote Job,1490.3693925898492,USD
P24596599,Tourist Attraction,Entertainment,7524.976992340694,No,2024-04-13,Australia,165,Pension,1241.7681692721194,AUD
CN765588608,Tourist Attraction,Shopping,7094.689454892666,Yes,2024-11-24,China,8,Freelance,3589.063100541024,JPY
CN026355124,Restaurant,Entertainment,9811.967717897993,No,2024-01-06,China,160,Pension,4056.333997519259,JPY
P81603006,Hotel,Shopping,6036.502444635455,Yes,2024-06-13,Australia,101,Savings,1396.956579992515,EUR
DE7454209,Shop,Accommodation,9752.41927392839,Yes,2024-10-01,Germany,78,Freelance,2274.981476531434,EUR
P02133429,Tourist Attraction,Shopping,5921.338174382919,No,2024-07-16,Australia,33,Savings,3884.462853071093,JPY
P36075837,Tourist Attraction,Entertainment,1381.8332360155173,Yes,2024-09-24,Japan,23,Remote Job,2486.791345203644,USD
USA3591145,Shop,Entertainment,8165.466190578429,Yes,2024-08-23,USA,20,Pension,3468.957269946115,GBP
USA2243255,Hotel,Entertainment,4820.091211571095,Yes,2024-05-21,USA,133,Remote Job,4145.199845563988,GBP
USA7754507,Hotel,Food,2270.360159193493,No,2024-06-16,USA,15,Remote Job,2966.8556680939782,INR
UK6647353,Hotel,Food,5015.690756845193,Yes,2024-09-25,UK,137,Freelance,3223.391232918227,USD
P76145678,Restaurant,Shopping,2258.327359128913,No,2025-04-05,Australia,36,Pension,3126.37635191508,CNY
P99024431,Shop,Entertainment,5027.305360728047,Yes,2024-07-02,Australia,154,Remote Job,1721.6379787833982,CNY
P54937591,Shop,Accommodation,1302.6626261709273,No,2024-05-08,Japan,61,Savings,2502.972257955303,GBP
IN9323417,Hotel,Shopping,9146.69976932802,Yes,2024-07-02,India,156,Remote Job,2241.4094003322343,JPY
USA2966496,Tourist Attraction,Shopping,750.9648248882396,Yes,2025-01-07,USA,136,Pension,3483.1307785242734,INR
IN9492516,Hotel,Shopping,1673.2775819892918,No,2024-06-24,India,59,Remote Job,4052.4146573628313,JPY
UK6281337,Hotel,Entertainment,7329.086425313243,Yes,2024-01-18,UK,142,Savings,4921.604151444844,CNY
P08926898,Tourist Attraction,Food,9770.500098456683,Yes,2025-03-25,Australia,41,Freelance,2866.981621043178,USD
P98787623,Hotel,Food,6164.739173060158,No,2024-06-26,Japan,153,Savings,2889.116752633734,CNY
P43912301,Tourist Attraction,Accommodation,3663.143347969841,No,2024-02-18,Japan,6,Savings,3588.428167057657,JPY
DE8642418,Hotel,Accommodation,3250.8572475170017,Yes,2024-08-26,Germany,117,Freelance,1953.6414111834315,GBP
CN937123046,Shop,Food,8885.324241659624,Yes,2024-07-29,China,2,Remote Job,4837.274344346795,CNY
UK5417845,Restaurant,Entertainment,8074.452789079603,No,2025-01-13,UK,97,Savings,1160.5030619129918,CNY
